task_id,task_type,machine_id,operator_id,location,priority,scheduled_start,estimated_time_min,predicted_time_min,actual_time_min,load_cycles,distance,weather,operator_skill,machine_age,status
T1645,Trenching,EXC013,OP001,Site Beta - East Trenching Zone,High,2026-09-11 12:15:47,75.0,70.5,65.7,26,0.67,Sunny,Expert,3.2,Completed
T1646,Earth Excavation,COM030,OP064,Site Beta - East Trenching Zone,Critical,2026-09-11 12:57:47,60.0,70.0,79.9,15,2.23,Cloudy,Beginner,3.2,Completed
T1647,Demolition,EXC001,OP078,Site Alpha - Sector 4 Foundation,Critical,2026-09-11 13:39:47,110.0,130.5,140.0,29,3.02,Sunny,Beginner,2.4,Completed
T1648,Trenching,WHE014,OP076,Site Alpha - Sector 1 Quarry,Critical,2026-09-11 14:21:47,75.0,96.9,98.2,16,1.17,Rainy,Intermediate,3.6,Completed
T1649,Grading,DOZ027,OP057,Site Gamma - River Basin Basin Prep,Low,2026-09-11 15:03:47,90.0,98.8,98.8,27,1.33,Cloudy,Intermediate,4.3,Completed
T1650,Demolition,DOZ039,OP001,Site Alpha - Sector 1 Quarry,Medium,2026-09-11 15:45:47,110.0,110.7,110.2,26,1.4,Windy,Expert,1.5,Completed
T1651,Demolition,COM018,OP080,Site Gamma - River Basin Basin Prep,Medium,2026-09-11 16:27:47,110.0,106.5,105.4,26,1.72,Sunny,Intermediate,1.2,Completed
T1652,Earth Excavation,COM012,OP019,Site Alpha - Sector 4 Foundation,Low,2026-09-11 17:09:47,60.0,69.5,81.2,14,3.39,Windy,Beginner,1.6,Completed
T1653,Compaction,DUM023,OP005,Site Gamma - River Basin Basin Prep,Medium,2026-09-11 17:51:47,50.0,79.4,83.1,22,0.89,Rainy,Beginner,4.9,Completed
T1654,Hauling,DOZ003,OP086,Site Alpha - Sector 4 Foundation,High,2026-09-11 18:33:47,40.0,43.3,45.8,13,2.46,Windy,Intermediate,2.4,Completed
T1655,Material Loading,COM006,OP007,Site Beta - North Overpass,Low,2026-09-11 19:15:47,45.0,55.0,55.7,17,3.37,Sunny,Beginner,4.5,Completed
T1656,Grading,COM012,OP021,Site Alpha - Sector 4 Foundation,High,2026-09-11 19:57:47,90.0,93.4,99.0,25,1.19,Windy,Intermediate,1.6,Completed
T1657,Demolition,EXC043,OP089,Site Beta - East Trenching Zone,Medium,2026-09-11 20:39:47,110.0,113.8,111.8,22,2.34,Sunny,Intermediate,1.8,Completed
T1658,Grading,COM048,OP075,Site Delta - Highway Interchange,High,2026-09-11 21:21:47,90.0,97.4,103.1,25,2.12,Windy,Intermediate,3.9,Completed
T1659,Earth Excavation,COM006,OP099,Site Beta - North Overpass,High,2026-09-11 22:03:47,60.0,73.8,77.0,26,1.49,Sunny,Beginner,4.5,Completed
T1660,Material Loading,COM024,OP049,Site Delta - Highway Interchange,Low,2026-09-11 22:45:47,45.0,60.5,59.5,29,1.16,Sunny,Beginner,10.9,Completed
T1661,Hauling,GRA028,OP071,Site Gamma - River Basin Basin Prep,Low,2026-09-11 23:27:47,40.0,48.8,49.6,23,3.14,Sunny,Beginner,4.8,Completed
T1662,Material Loading,EXC031,OP018,Site Delta - Highway Interchange,Low,2026-09-12 00:09:47,45.0,37.5,37.1,19,2.25,Sunny,Expert,2.5,Completed
T1663,Compaction,COM018,OP043,Site Gamma - River Basin Basin Prep,Critical,2026-09-12 00:51:47,50.0,64.3,65.7,12,2.44,Storm,Expert,1.2,Completed
T1664,Demolition,WHE014,OP090,Site Alpha - Sector 1 Quarry,Medium,2026-09-12 01:33:47,110.0,95.2,88.1,28,1.88,Sunny,Expert,3.6,Completed
T1665,Demolition,GRA004,OP014,Site Beta - North Overpass,Low,2026-09-12 02:15:47,110.0,117.7,110.3,24,3.47,Sunny,Intermediate,4.9,Completed
T1666,Grading,DUM047,OP089,Site Delta - Highway Interchange,High,2026-09-12 02:57:47,90.0,157.7,155.4,21,0.99,Storm,Intermediate,10.4,Completed
T1667,Grading,DOZ039,OP041,Site Alpha - Sector 1 Quarry,High,2026-09-12 03:39:47,90.0,79.7,80.8,19,1.85,Sunny,Expert,1.5,Completed
T1668,Demolition,EXC037,OP080,Site Beta - North Overpass,High,2026-09-12 04:21:47,110.0,125.5,129.1,29,1.43,Cloudy,Intermediate,6.0,Completed
T1669,Trenching,GRA040,OP073,Site Gamma - River Basin Basin Prep,Critical,2026-09-12 05:03:47,75.0,68.6,61.0,13,0.72,Sunny,Expert,1.3,Completed
T1670,Demolition,DUM047,OP081,Site Delta - Highway Interchange,Critical,2026-09-12 05:45:47,110.0,126.7,128.3,24,4.31,Sunny,Intermediate,10.4,Completed
T1671,Grading,COM012,OP079,Site Alpha - Sector 4 Foundation,Medium,2026-09-12 06:27:47,90.0,80.9,88.3,9,2.67,Cloudy,Expert,1.6,Completed
T1672,Compaction,EXC019,OP025,Site Gamma - River Basin Basin Prep,Low,2026-09-12 07:09:47,50.0,51.2,50.3,23,0.52,Sunny,Intermediate,4.5,Completed
T1673,Earth Excavation,WHE002,OP060,Site Alpha - Sector 1 Quarry,Low,2026-09-12 07:51:47,60.0,56.2,61.8,22,2.66,Sunny,Intermediate,1.1,Completed
T1674,Compaction,WHE014,OP079,Site Alpha - Sector 1 Quarry,Critical,2026-09-12 08:33:47,50.0,43.1,43.3,9,0.56,Sunny,Expert,3.6,Completed
T1675,Grading,DOZ003,OP043,Site Alpha - Sector 4 Foundation,High,2026-09-12 09:15:47,90.0,88.7,90.9,16,0.98,Windy,Expert,2.4,Completed
T1676,Demolition,DUM041,OP028,Site Alpha - Sector 4 Foundation,Low,2026-09-12 09:57:47,110.0,144.5,118.5,21,4.2,Sunny,Beginner,3.2,Completed
T1677,Compaction,EXC013,OP089,Site Beta - East Trenching Zone,High,2026-09-12 10:39:47,50.0,55.2,52.4,27,0.84,Cloudy,Intermediate,3.2,Completed
T1678,Material Loading,DUM005,OP040,Site Beta - North Overpass,High,2026-09-12 11:21:47,45.0,53.2,50.7,13,3.08,Sunny,Intermediate,10.8,Completed
T1679,Demolition,COM036,OP042,Site Alpha - Sector 1 Quarry,Low,2026-09-12 12:03:47,110.0,147.5,159.8,26,4.33,Windy,Beginner,4.3,Completed
T1680,Earth Excavation,WHE044,OP043,Site Alpha - Sector 4 Foundation,High,2026-09-12 12:45:47,60.0,52.3,47.8,13,3.71,Sunny,Expert,1.2,Completed
T1681,Grading,DUM047,OP073,Site Delta - Highway Interchange,Low,2026-09-12 13:27:47,90.0,88.2,92.1,18,2.42,Sunny,Expert,10.4,Completed
T1682,Hauling,COM012,OP025,Site Alpha - Sector 4 Foundation,High,2026-09-12 14:09:47,40.0,45.0,44.8,19,0.6,Windy,Intermediate,1.6,Completed
T1683,Hauling,GRA022,OP087,Site Alpha - Sector 4 Foundation,Critical,2026-09-12 14:51:47,40.0,38.7,38.3,18,4.06,Sunny,Intermediate,0.8,Completed
T1684,Grading,DOZ003,OP083,Site Alpha - Sector 4 Foundation,Medium,2026-09-12 15:33:47,90.0,166.2,162.4,19,4.06,Storm,Beginner,2.4,Completed
T1685,Grading,GRA010,OP081,Site Beta - East Trenching Zone,Critical,2026-09-12 16:15:47,90.0,98.8,93.6,15,4.29,Cloudy,Intermediate,3.4,Completed
T1686,Hauling,DUM035,OP043,Site Beta - North Overpass,Critical,2026-09-12 16:57:47,40.0,35.9,33.2,15,2.46,Sunny,Expert,3.2,Completed
T1687,Hauling,DOZ027,OP096,Site Gamma - River Basin Basin Prep,Low,2026-09-12 17:39:47,40.0,35.0,38.0,26,1.2,Sunny,Expert,4.3,Completed
T1688,Hauling,GRA034,OP039,Site Alpha - Sector 4 Foundation,High,2026-09-12 18:21:47,40.0,35.9,37.1,22,3.95,Cloudy,Expert,0.8,Completed
T1689,Demolition,DUM035,OP003,Site Beta - North Overpass,Medium,2026-09-12 19:03:47,110.0,136.1,136.9,11,4.25,Sunny,Beginner,3.2,Completed
T1690,Demolition,WHE044,OP043,Site Alpha - Sector 4 Foundation,High,2026-09-12 19:45:47,110.0,96.0,85.2,22,3.04,Sunny,Expert,1.2,Completed
T1691,Earth Excavation,GRA010,OP036,Site Beta - East Trenching Zone,Low,2026-09-12 20:27:47,60.0,76.6,78.1,17,1.74,Cloudy,Beginner,3.4,Completed
T1692,Material Loading,EXC025,OP081,Site Beta - North Overpass,Medium,2026-09-12 21:09:47,45.0,49.8,46.6,18,3.87,Sunny,Intermediate,9.2,Completed
T1693,Demolition,DOZ039,OP050,Site Alpha - Sector 1 Quarry,Medium,2026-09-12 21:51:47,110.0,138.0,145.6,23,3.03,Rainy,Intermediate,1.5,Completed
T1694,Demolition,WHE008,OP097,Site Alpha - Sector 1 Quarry,High,2026-09-12 22:33:47,110.0,118.1,121.0,14,2.18,Sunny,Intermediate,6.4,Completed
T1695,Compaction,DOZ021,OP091,Site Gamma - River Basin Basin Prep,Low,2026-09-12 23:15:47,50.0,60.9,66.1,13,4.39,Rainy,Intermediate,1.4,Completed
T1696,Material Loading,DOZ027,OP012,Site Gamma - River Basin Basin Prep,Critical,2026-09-12 23:57:47,45.0,41.0,37.2,21,2.35,Sunny,Expert,4.3,Completed
T1697,Trenching,COM024,OP058,Site Delta - Highway Interchange,High,2026-09-13 00:39:47,75.0,81.5,81.3,16,1.09,Sunny,Intermediate,10.9,Completed
T1698,Trenching,GRA034,OP039,Site Alpha - Sector 4 Foundation,Medium,2026-09-13 01:21:47,75.0,62.3,62.8,15,4.14,Sunny,Expert,0.8,Completed
T1699,Earth Excavation,COM024,OP005,Site Delta - Highway Interchange,Medium,2026-09-13 02:03:47,60.0,81.2,82.3,8,0.82,Sunny,Beginner,10.9,Completed
T1700,Earth Excavation,DUM029,OP065,Site Beta - North Overpass,Low,2026-09-13 02:45:47,60.0,70.7,74.0,21,3.7,Cloudy,Beginner,1.0,Completed
T1701,Hauling,EXC031,OP065,Site Delta - Highway Interchange,Medium,2026-09-13 03:27:47,40.0,47.6,49.3,24,1.74,Sunny,Beginner,2.5,Completed
T1702,Trenching,GRA022,OP062,Site Alpha - Sector 4 Foundation,High,2026-09-13 04:09:47,75.0,82.7,77.1,8,3.25,Windy,Intermediate,0.8,Completed
T1703,Hauling,DOZ021,OP019,Site Gamma - River Basin Basin Prep,Low,2026-09-13 04:51:47,40.0,47.2,47.7,18,0.83,Sunny,Beginner,1.4,Completed
T1704,Hauling,GRA034,OP087,Site Alpha - Sector 4 Foundation,Medium,2026-09-13 05:33:47,40.0,39.4,41.4,25,1.41,Cloudy,Intermediate,0.8,Completed
T1705,Trenching,DUM047,OP005,Site Delta - Highway Interchange,Critical,2026-09-13 06:15:47,75.0,106.1,97.3,9,2.82,Sunny,Beginner,10.4,Completed
T1706,Grading,GRA046,OP067,Site Gamma - River Basin Basin Prep,Low,2026-09-13 06:57:47,90.0,96.9,107.2,28,2.26,Windy,Intermediate,0.6,Completed
T1707,Earth Excavation,WHE020,OP006,Site Alpha - Sector 4 Foundation,Low,2026-09-13 07:39:47,60.0,52.9,60.6,24,1.74,Sunny,Expert,3.4,Completed
T1708,Material Loading,COM030,OP006,Site Beta - East Trenching Zone,Low,2026-09-13 08:21:47,45.0,43.4,44.4,16,2.63,Cloudy,Expert,3.2,Completed
T1709,Demolition,WHE050,OP085,Site Alpha - Sector 1 Quarry,High,2026-09-13 09:03:47,110.0,122.6,123.5,13,4.47,Cloudy,Intermediate,5.4,Completed
T1710,Earth Excavation,EXC037,OP098,Site Beta - North Overpass,High,2026-09-13 09:45:47,60.0,55.8,57.1,28,3.96,Sunny,Expert,6.0,Completed
T1711,Compaction,WHE014,OP042,Site Alpha - Sector 1 Quarry,Medium,2026-09-13 10:27:47,50.0,81.6,70.6,25,0.62,Rainy,Beginner,3.6,Completed
T1712,Trenching,EXC019,OP036,Site Gamma - River Basin Basin Prep,High,2026-09-13 11:09:47,75.0,93.6,99.4,26,4.33,Sunny,Beginner,4.5,Completed
T1713,Hauling,DUM029,OP086,Site Beta - North Overpass,Low,2026-09-13 11:51:47,40.0,50.1,50.6,23,3.43,Rainy,Intermediate,1.0,Completed
T1714,Material Loading,GRA010,OP021,Site Beta - East Trenching Zone,High,2026-09-13 12:33:47,45.0,45.5,43.9,28,3.95,Sunny,Intermediate,3.4,Completed
T1715,Earth Excavation,EXC001,OP080,Site Alpha - Sector 4 Foundation,Low,2026-09-13 13:15:47,60.0,58.8,61.6,27,2.32,Sunny,Intermediate,2.4,Completed
T1716,Trenching,DUM035,OP045,Site Beta - North Overpass,High,2026-09-13 13:57:47,75.0,89.7,89.5,21,3.92,Sunny,Beginner,3.2,Completed
T1717,Material Loading,GRA010,OP091,Site Beta - East Trenching Zone,High,2026-09-13 14:39:47,45.0,47.4,40.0,16,2.55,Sunny,Intermediate,3.4,Completed
T1718,Demolition,GRA016,OP022,Site Delta - Highway Interchange,Low,2026-09-13 15:21:47,110.0,98.3,90.8,9,1.81,Sunny,Expert,3.2,Completed
T1719,Material Loading,GRA040,OP044,Site Gamma - River Basin Basin Prep,Critical,2026-09-13 16:03:47,45.0,39.5,41.2,21,2.24,Sunny,Expert,1.3,Completed
T1720,Earth Excavation,DOZ009,OP004,Site Beta - East Trenching Zone,Critical,2026-09-13 16:45:47,60.0,76.1,70.7,8,1.95,Sunny,Beginner,2.8,Completed
T1721,Compaction,GRA004,OP014,Site Beta - North Overpass,Critical,2026-09-13 17:27:47,50.0,53.2,51.5,28,4.07,Sunny,Intermediate,4.9,Completed
T1722,Earth Excavation,COM006,OP055,Site Beta - North Overpass,Critical,2026-09-13 18:09:47,60.0,65.1,60.7,26,2.83,Windy,Expert,4.5,Completed
T1723,Trenching,GRA046,OP077,Site Gamma - River Basin Basin Prep,Critical,2026-09-13 18:51:47,75.0,64.5,61.1,29,2.65,Sunny,Expert,0.6,Completed
T1724,Demolition,DUM023,OP040,Site Gamma - River Basin Basin Prep,High,2026-09-13 19:33:47,110.0,122.2,119.7,20,1.26,Cloudy,Intermediate,4.9,Completed
T1725,Hauling,EXC013,OP092,Site Beta - East Trenching Zone,Low,2026-09-13 20:15:47,40.0,46.4,51.3,9,2.11,Sunny,Beginner,3.2,Completed
T1726,Hauling,EXC049,OP060,Site Alpha - Sector 4 Foundation,Medium,2026-09-13 20:57:47,40.0,52.5,51.3,26,0.97,Rainy,Intermediate,6.5,Completed
T1727,Earth Excavation,DOZ045,OP060,Site Gamma - River Basin Basin Prep,Low,2026-09-13 21:39:47,60.0,66.3,64.8,11,4.14,Cloudy,Intermediate,4.0,Completed
T1728,Grading,WHE020,OP088,Site Alpha - Sector 4 Foundation,Critical,2026-09-13 22:21:47,90.0,91.4,91.9,15,2.75,Sunny,Intermediate,3.4,Completed
T1729,Grading,DOZ015,OP029,Site Delta - Highway Interchange,Medium,2026-09-13 23:03:47,90.0,76.6,80.7,29,2.55,Sunny,Expert,2.7,Completed
T1730,Hauling,GRA040,OP034,Site Gamma - River Basin Basin Prep,High,2026-09-13 23:45:47,40.0,39.4,37.6,22,1.3,Cloudy,Intermediate,1.3,Completed
T1731,Grading,COM012,OP090,Site Alpha - Sector 4 Foundation,High,2026-09-14 00:27:47,90.0,121.3,125.3,16,4.22,Storm,Expert,1.6,Completed
T1732,Hauling,DOZ021,OP059,Site Gamma - River Basin Basin Prep,Critical,2026-09-14 01:09:47,40.0,46.5,48.5,25,4.07,Sunny,Beginner,1.4,Completed
T1733,Earth Excavation,DUM005,OP061,Site Beta - North Overpass,Low,2026-09-14 01:51:47,60.0,66.3,59.7,25,3.22,Sunny,Intermediate,10.8,Completed
T1734,Material Loading,EXC031,OP060,Site Delta - Highway Interchange,Medium,2026-09-14 02:33:47,45.0,67.9,71.3,9,1.89,Storm,Intermediate,2.5,Completed
T1735,Material Loading,WHE050,OP045,Site Alpha - Sector 1 Quarry,Medium,2026-09-14 03:15:47,45.0,54.7,63.6,22,4.23,Cloudy,Beginner,5.4,Completed
T1736,Demolition,EXC007,OP052,Site Alpha - Sector 4 Foundation,Low,2026-09-14 03:57:47,110.0,107.9,126.6,21,2.33,Sunny,Intermediate,3.2,Completed
T1737,Material Loading,COM036,OP084,Site Alpha - Sector 1 Quarry,Low,2026-09-14 04:39:47,45.0,54.2,54.9,23,1.46,Sunny,Beginner,4.3,Completed
T1738,Hauling,WHE020,OP069,Site Alpha - Sector 4 Foundation,Critical,2026-09-14 05:21:47,40.0,42.1,41.3,16,1.28,Cloudy,Intermediate,3.4,Completed
T1739,Grading,WHE038,OP053,Site Gamma - River Basin Basin Prep,Medium,2026-09-14 06:03:47,90.0,121.4,119.4,14,2.19,Sunny,Beginner,6.6,Completed
T1740,Demolition,GRA016,OP071,Site Delta - Highway Interchange,Medium,2026-09-14 06:45:47,110.0,210.2,195.0,13,2.35,Storm,Beginner,3.2,Completed
T1741,Grading,EXC025,OP009,Site Beta - North Overpass,High,2026-09-14 07:27:47,90.0,123.4,116.1,15,0.69,Sunny,Beginner,9.2,Completed
T1742,Trenching,DOZ045,OP076,Site Gamma - River Basin Basin Prep,Critical,2026-09-14 08:09:47,75.0,84.4,89.2,17,0.93,Windy,Intermediate,4.0,Completed
T1743,Hauling,GRA028,OP073,Site Gamma - River Basin Basin Prep,High,2026-09-14 08:51:47,40.0,47.6,45.4,19,0.53,Rainy,Expert,4.8,Completed
T1744,Demolition,DOZ045,OP031,Site Gamma - River Basin Basin Prep,Medium,2026-09-14 09:33:47,110.0,111.1,115.3,11,2.22,Sunny,Intermediate,4.0,Completed
T1745,Compaction,EXC043,OP010,Site Beta - East Trenching Zone,Critical,2026-09-14 10:15:47,50.0,50.7,52.6,9,3.38,Cloudy,Intermediate,1.8,Completed
T1746,Earth Excavation,WHE038,OP077,Site Gamma - River Basin Basin Prep,Critical,2026-09-14 10:57:47,60.0,55.4,60.1,16,4.25,Sunny,Expert,6.6,Completed
T1747,Material Loading,COM036,OP013,Site Alpha - Sector 1 Quarry,Critical,2026-09-14 11:39:47,45.0,43.3,39.1,27,4.04,Sunny,Expert,4.3,Completed
T1748,Trenching,WHE020,OP052,Site Alpha - Sector 4 Foundation,Low,2026-09-14 12:21:47,75.0,77.7,77.1,15,2.55,Sunny,Intermediate,3.4,Completed
T1749,Demolition,EXC007,OP088,Site Alpha - Sector 4 Foundation,Critical,2026-09-14 13:03:47,110.0,116.7,101.6,9,3.5,Sunny,Intermediate,3.2,Completed
T1750,Material Loading,WHE032,OP083,Site Beta - East Trenching Zone,Low,2026-09-14 13:45:47,45.0,51.4,44.0,18,0.99,Sunny,Beginner,0.7,Completed
T1751,Earth Excavation,WHE014,OP018,Site Alpha - Sector 1 Quarry,Low,2026-09-14 14:27:47,60.0,59.0,47.8,8,1.34,Cloudy,Expert,3.6,Completed
T1752,Hauling,GRA010,OP085,Site Beta - East Trenching Zone,Medium,2026-09-14 15:09:47,40.0,41.0,42.9,19,3.81,Cloudy,Intermediate,3.4,Completed
T1753,Grading,DUM035,OP038,Site Beta - North Overpass,Critical,2026-09-14 15:51:47,90.0,94.0,102.9,17,2.89,Sunny,Intermediate,3.2,Completed
T1754,Demolition,EXC037,OP058,Site Beta - North Overpass,Medium,2026-09-14 16:33:47,110.0,118.3,113.9,28,1.56,Sunny,Intermediate,6.0,Completed
T1755,Trenching,WHE044,OP041,Site Alpha - Sector 4 Foundation,High,2026-09-14 17:15:47,75.0,66.3,61.0,28,2.07,Sunny,Expert,1.2,Completed
T1756,Demolition,WHE044,OP039,Site Alpha - Sector 4 Foundation,Critical,2026-09-14 17:57:47,110.0,105.0,114.9,14,3.05,Windy,Expert,1.2,Completed
T1757,Compaction,DUM023,OP012,Site Gamma - River Basin Basin Prep,Low,2026-09-14 18:39:47,50.0,47.3,48.5,10,1.28,Sunny,Expert,4.9,Completed
T1758,Demolition,DOZ033,OP052,Site Beta - East Trenching Zone,Medium,2026-09-14 19:21:47,110.0,114.0,114.0,9,2.46,Sunny,Intermediate,3.2,Completed
T1759,Hauling,EXC019,OP008,Site Gamma - River Basin Basin Prep,High,2026-09-14 20:03:47,40.0,40.4,41.5,17,2.99,Windy,Expert,4.5,Completed
T1760,Demolition,GRA004,OP001,Site Beta - North Overpass,High,2026-09-14 20:45:47,110.0,130.5,127.9,16,1.79,Rainy,Expert,4.9,Completed
T1761,Earth Excavation,EXC019,OP004,Site Gamma - River Basin Basin Prep,Medium,2026-09-14 21:27:47,60.0,77.1,78.5,8,3.15,Sunny,Beginner,4.5,Completed
T1762,Grading,DOZ045,OP076,Site Gamma - River Basin Basin Prep,Critical,2026-09-14 22:09:47,90.0,96.2,102.9,23,4.28,Sunny,Intermediate,4.0,Completed
T1763,Compaction,DOZ021,OP092,Site Gamma - River Basin Basin Prep,Critical,2026-09-14 22:51:47,50.0,60.6,59.9,26,1.93,Sunny,Beginner,1.4,Completed
T1764,Grading,EXC025,OP056,Site Beta - North Overpass,Medium,2026-09-14 23:33:47,90.0,107.8,100.0,10,1.45,Cloudy,Intermediate,9.2,Completed
T1765,Compaction,COM012,OP061,Site Alpha - Sector 4 Foundation,Medium,2026-09-15 00:15:47,50.0,53.0,53.8,27,3.13,Windy,Intermediate,1.6,Completed
T1766,Trenching,COM036,OP050,Site Alpha - Sector 1 Quarry,High,2026-09-15 00:57:47,75.0,78.2,76.0,16,3.26,Sunny,Intermediate,4.3,Completed
T1767,Hauling,DOZ027,OP020,Site Gamma - River Basin Basin Prep,High,2026-09-15 01:39:47,40.0,47.0,50.6,16,0.84,Rainy,Expert,4.3,Completed
T1768,Hauling,EXC043,OP017,Site Beta - East Trenching Zone,Medium,2026-09-15 02:21:47,40.0,50.0,46.0,14,4.05,Sunny,Beginner,1.8,Completed
T1769,Earth Excavation,DUM005,OP083,Site Beta - North Overpass,Low,2026-09-15 03:03:47,60.0,108.9,122.1,8,3.68,Rainy,Beginner,10.8,Completed
T1770,Trenching,DUM047,OP063,Site Delta - Highway Interchange,Critical,2026-09-15 03:45:47,75.0,100.6,102.6,23,2.81,Sunny,Beginner,10.4,Completed
T1771,Trenching,COM006,OP018,Site Beta - North Overpass,Critical,2026-09-15 04:27:47,75.0,68.2,61.7,12,0.83,Sunny,Expert,4.5,Completed
T1772,Hauling,COM030,OP090,Site Beta - East Trenching Zone,Critical,2026-09-15 05:09:47,40.0,37.3,36.8,29,0.95,Sunny,Expert,3.2,Completed
T1773,Demolition,COM012,OP059,Site Alpha - Sector 4 Foundation,Critical,2026-09-15 05:51:47,110.0,172.5,156.3,24,0.88,Rainy,Beginner,1.6,Completed
T1774,Demolition,DUM029,OP050,Site Beta - North Overpass,High,2026-09-15 06:33:47,110.0,124.8,120.1,25,0.56,Windy,Intermediate,1.0,Completed
T1775,Trenching,COM012,OP055,Site Alpha - Sector 4 Foundation,Low,2026-09-15 07:15:47,75.0,66.6,59.0,25,2.95,Sunny,Expert,1.6,Completed
T1776,Demolition,WHE032,OP094,Site Beta - East Trenching Zone,Medium,2026-09-15 07:57:47,110.0,140.8,133.4,28,1.42,Rainy,Intermediate,0.7,Completed
T1777,Compaction,DOZ033,OP035,Site Beta - East Trenching Zone,Critical,2026-09-15 08:39:47,50.0,89.0,90.0,20,1.94,Storm,Beginner,3.2,Completed
T1778,Demolition,EXC037,OP047,Site Beta - North Overpass,Low,2026-09-15 09:21:47,110.0,122.5,122.5,10,3.25,Cloudy,Intermediate,6.0,Completed
T1779,Earth Excavation,EXC037,OP062,Site Beta - North Overpass,High,2026-09-15 10:03:47,60.0,73.5,69.4,20,0.78,Windy,Intermediate,6.0,Completed
T1780,Earth Excavation,WHE038,OP062,Site Gamma - River Basin Basin Prep,Low,2026-09-15 10:45:47,60.0,67.9,63.4,8,1.64,Cloudy,Intermediate,6.6,Completed
T1781,Trenching,DUM047,OP094,Site Delta - Highway Interchange,High,2026-09-15 11:27:47,75.0,133.0,142.0,26,2.51,Storm,Intermediate,10.4,Completed
T1782,Grading,GRA034,OP011,Site Alpha - Sector 4 Foundation,Low,2026-09-15 12:09:47,90.0,104.6,110.7,13,1.63,Cloudy,Beginner,0.8,Completed
T1783,Trenching,EXC031,OP081,Site Delta - Highway Interchange,Low,2026-09-15 12:51:47,75.0,95.2,103.8,18,1.14,Rainy,Intermediate,2.5,Completed
T1784,Compaction,DUM041,OP070,Site Alpha - Sector 4 Foundation,High,2026-09-15 13:33:47,50.0,60.4,57.7,25,2.94,Sunny,Beginner,3.2,Completed
T1785,Demolition,GRA004,OP044,Site Beta - North Overpass,Low,2026-09-15 14:15:47,110.0,106.9,106.3,19,1.53,Sunny,Expert,4.9,Completed
T1786,Grading,COM030,OP066,Site Beta - East Trenching Zone,Critical,2026-09-15 14:57:47,90.0,91.4,86.9,19,2.37,Sunny,Intermediate,3.2,Completed
T1787,Demolition,DUM047,OP043,Site Delta - Highway Interchange,Critical,2026-09-15 15:39:47,110.0,140.3,132.1,8,2.77,Rainy,Expert,10.4,Completed
T1788,Material Loading,EXC019,OP038,Site Gamma - River Basin Basin Prep,Medium,2026-09-15 16:21:47,45.0,52.4,55.3,14,0.63,Windy,Intermediate,4.5,Completed
T1789,Earth Excavation,DOZ045,OP077,Site Gamma - River Basin Basin Prep,High,2026-09-15 17:03:47,60.0,58.9,52.7,20,2.95,Cloudy,Expert,4.0,Completed
T1790,Compaction,EXC037,OP034,Site Beta - North Overpass,Low,2026-09-15 17:45:47,50.0,55.5,52.2,24,4.29,Sunny,Intermediate,6.0,Completed
T1791,Compaction,EXC031,OP075,Site Delta - Highway Interchange,Medium,2026-09-15 18:27:47,50.0,62.9,66.0,18,4.5,Rainy,Intermediate,2.5,Completed
T1792,Demolition,GRA004,OP085,Site Beta - North Overpass,High,2026-09-15 19:09:47,110.0,114.8,124.2,18,4.28,Sunny,Intermediate,4.9,Completed
T1793,Hauling,COM048,OP080,Site Delta - Highway Interchange,Low,2026-09-15 19:51:47,40.0,42.8,37.4,20,2.55,Cloudy,Intermediate,3.9,Completed
T1794,Material Loading,WHE032,OP011,Site Beta - East Trenching Zone,Medium,2026-09-15 20:33:47,45.0,66.8,61.4,25,2.77,Rainy,Beginner,0.7,Completed
T1795,Demolition,DUM005,OP036,Site Beta - North Overpass,High,2026-09-15 21:15:47,110.0,154.8,148.4,29,2.09,Sunny,Beginner,10.8,Completed
T1796,Trenching,GRA040,OP036,Site Gamma - River Basin Basin Prep,High,2026-09-15 21:57:47,75.0,96.9,101.8,11,3.24,Windy,Beginner,1.3,Completed
T1797,Hauling,DUM017,OP002,Site Alpha - Sector 1 Quarry,Low,2026-09-15 22:39:47,40.0,45.4,47.4,15,4.11,Sunny,Beginner,1.7,Completed
T1798,Demolition,COM012,OP076,Site Alpha - Sector 4 Foundation,Medium,2026-09-15 23:21:47,110.0,110.1,115.9,13,3.11,Sunny,Intermediate,1.6,Completed
T1799,Compaction,DUM029,OP048,Site Beta - North Overpass,Medium,2026-09-16 00:03:47,50.0,61.7,63.1,16,3.83,Cloudy,Beginner,1.0,Completed
T1800,Material Loading,DOZ045,OP031,Site Gamma - River Basin Basin Prep,Critical,2026-09-16 00:45:47,45.0,48.7,45.3,14,2.71,Cloudy,Intermediate,4.0,Completed
T1801,Trenching,GRA034,OP005,Site Alpha - Sector 4 Foundation,High,2026-09-16 01:27:47,75.0,90.8,94.6,18,4.29,Cloudy,Beginner,0.8,Completed
T1802,Earth Excavation,GRA010,OP077,Site Beta - East Trenching Zone,Medium,2026-09-16 02:09:47,60.0,56.5,57.2,18,2.5,Cloudy,Expert,3.4,Completed
T1803,Hauling,WHE032,OP097,Site Beta - East Trenching Zone,Critical,2026-09-16 02:51:47,40.0,39.1,35.7,17,3.93,Sunny,Intermediate,0.7,Completed
T1804,Hauling,EXC025,OP031,Site Beta - North Overpass,Critical,2026-09-16 03:33:47,40.0,59.3,57.7,20,4.31,Rainy,Intermediate,9.2,Completed
